# MW tier-A correction candidates (unified engine) — score	wrong -> right	detectors	morph
202	prayApana -> prayApaRa	[consensus,intra_dup]	
202	pukkaza -> pukkaSa	[consensus,intra_dup]	
202	rOra -> rora	[consensus,intra_dup]	
202	sUraTa -> sUrata	[consensus,intra_dup]	
202	samAnayama -> samAnayana	[consensus,intra_dup]	
202	samarANgana -> samarANgaRa	[consensus,intra_dup]	
202	sanAlI -> samAlI	[consensus,intra_dup]	
202	somAyana -> sOmAyana	[consensus,intra_dup]	
202	somI -> sOmI	[consensus,intra_dup]	
202	somadevatya -> somadEvatya	[consensus,intra_dup]	
202	strIsaKa -> strIzaKa	[consensus,intra_dup]	
202	sugITa -> sugIta	[consensus,intra_dup]	
202	svopaSa -> svOpaSa	[consensus,intra_dup]	
202	upagITa -> upagIta	[consensus,intra_dup]	
202	vaRita -> vanita	[consensus,intra_dup]	
202	varuRadEva -> varuRadeva	[consensus,intra_dup]	
202	veya -> Beya	[consensus,intra_dup]	
201	Avarha -> Abarha	[consensus,intra_dup]	
201	Bandra -> vandra	[consensus,intra_dup]	
201	BedadarSin -> vedadarSin	[consensus,intra_dup]	
201	KaYjara -> kaYjara	[consensus,intra_dup]	
201	SroRibimba -> SroRivimba	[consensus,intra_dup]	
201	anupramud -> anupraRud	[consensus,intra_dup]	
201	apavI -> apaBI	[consensus,intra_dup]	
201	apavartf -> apaBartf	[consensus,intra_dup]	
201	arpiza -> arpisa	[consensus,intra_dup]	
201	brUs -> vrUs	[consensus,intra_dup]	
201	codAyani -> cOdAyani	[consensus,intra_dup]	
201	devagama -> devagaRa	[consensus,intra_dup]	
201	devavARI -> dEvavARI	[consensus,intra_dup]	
201	dramita -> dramiwa	[consensus,intra_dup]	
201	gOhya -> gohya	[consensus,intra_dup]	
201	gantavE -> gantave	[consensus,intra_dup]	
201	gaqayitnu -> gadayitnu	[consensus,intra_dup]	
201	jano -> janO	[consensus,intra_dup]	
201	kfzAku -> kfSAku	[consensus,intra_dup]	
201	kuzapa -> kuSapa	[consensus,intra_dup]	
201	lohitIka -> lOhitIka	[consensus,intra_dup]	
201	nizAdatva -> niSAdatva	[consensus,intra_dup]	
201	odanya -> Odanya	[consensus,intra_dup]	
201	pUrvadEhika -> pUrvadehika	[consensus,intra_dup]	
201	pariBAsita -> parivAsita	[consensus,intra_dup]	
201	parikzIba -> parikzIva	[consensus,intra_dup]	
201	prakopanIya -> prakopaRIya	[consensus,intra_dup]	
201	prativI -> praTivI	[consensus,intra_dup]	
201	prativoDavya -> prativoQavya	[consensus,intra_dup]	
201	prayApanIya -> prayApaRIya	[consensus,intra_dup]	
201	prayApyamAna -> prayApyamARa	[consensus,intra_dup]	
201	raTajvara -> ratajvara	[consensus,intra_dup]	
201	ruciwa -> rucita	[consensus,intra_dup]	
201	sUtravid -> sUtraBid	[consensus,intra_dup]	
201	stavi -> sTavi	[consensus,intra_dup]	
201	vfSI -> vfzI	[consensus,intra_dup]	
201	viPalASa -> vipalASa	[consensus,intra_dup]	
201	vilaNgita -> vilaNGita	[consensus,intra_dup]	
201	vizPar -> visPar	[consensus,intra_dup]	
201	vyAmarSa -> vyAmarza	[consensus,intra_dup]	
